leading,coincident,lagging,leading_diffusion,coincident_diffusion,gdp,gni,Net migration,USD,inflation,year,month
109.0,111.0,123.7,100.0,100.0,1418491.0,1389971.0,101907.0,4.1527,-1.1387021539305708,2020,10
109.2,111.1,123.5,85.7,100.0,1418491.0,1389971.0,101907.0,4.1138,-1.1387021539305708,2020,11
109.2,111.9,124.2,71.4,66.7,1418491.0,1389971.0,101907.0,4.0562,-1.1387021539305708,2020,12
110.1,111.3,122.7,42.9,50.0,1548700.791,1506548.008,188506.0,4.0369,2.477102414654442,2021,1
111.4,113.2,123.4,71.4,83.3,1548700.791,1506548.008,188506.0,4.0454,2.477102414654442,2021,2
113.0,114.3,125.9,85.7,83.3,1548700.791,1506548.008,188506.0,4.1095,2.477102414654442,2021,3
111.4,114.2,125.9,57.1,83.3,1548700.791,1506548.008,188506.0,4.1241,2.477102414654442,2021,4
108.8,114.0,125.8,71.4,66.7,1548700.791,1506548.008,188506.0,4.1275,2.477102414654442,2021,5
106.1,107.9,118.8,28.6,33.3,1548700.791,1506548.008,188506.0,4.1348,2.477102414654442,2021,6
105.2,106.3,122.9,28.6,16.7,1548700.791,1506548.008,188506.0,4.1985,2.477102414654442,2021,7
107.0,109.7,124.5,14.3,16.7,1548700.791,1506548.008,188506.0,4.2229,2.477102414654442,2021,8
109.6,112.0,128.1,14.3,33.3,1548700.791,1506548.008,188506.0,4.1662,2.477102414654442,2021,9
109.2,113.1,128.2,42.9,33.3,1548700.791,1506548.008,188506.0,4.1634,2.477102414654442,2021,10
110.9,114.3,128.4,71.4,50.0,1548700.791,1506548.008,188506.0,4.1802,2.477102414654442,2021,11
111.4,114.5,129.5,71.4,100.0,1548700.791,1506548.008,188506.0,4.2101,2.477102414654442,2021,12
110.2,114.6,130.3,71.4,100.0,1793903.063,1736960.363,188154.0,4.1889,3.3786986254993545,2022,1
110.8,116.0,130.4,85.7,100.0,1793903.063,1736960.363,188154.0,4.1877,3.3786986254993545,2022,2
111.5,117.5,134.0,85.7,100.0,1793903.063,1736960.363,188154.0,4.2006,3.3786986254993545,2022,3
111.4,119.2,134.6,57.1,100.0,1793903.063,1736960.363,188154.0,4.2666,3.3786986254993545,2022,4
111.5,120.6,135.4,57.1,100.0,1793903.063,1736960.363,188154.0,4.3844,3.3786986254993545,2022,5
112.1,121.3,137.9,42.9,100.0,1793903.063,1736960.363,188154.0,4.4015,3.3786986254993545,2022,6
110.0,120.8,137.6,42.9,100.0,1793903.063,1736960.363,188154.0,4.4407,3.3786986254993545,2022,7
110.3,121.0,139.4,57.1,100.0,1793903.063,1736960.363,188154.0,4.4659,3.3786986254993545,2022,8
109.6,121.2,139.8,42.9,83.3,1793903.063,1736960.363,188154.0,4.5445,3.3786986254993545,2022,9
109.4,120.6,140.7,28.6,83.3,1793903.063,1736960.363,188154.0,4.6951,3.3786986254993545,2022,10
110.0,120.6,139.8,28.6,50.0,1793903.063,1736960.363,188154.0,4.6228,3.3786986254993545,2022,11
109.8,120.3,138.9,57.1,50.0,1793903.063,1736960.363,188154.0,4.4142,3.3786986254993545,2022,12
108.5,120.2,140.2,28.57142857142857,50.0,1822904.443,1769983.144,181071.0,4.329,2.4888656012575394,2023,1
110.5,121.9,140.1,42.85714285714285,66.66666666666666,1822904.443,1769983.144,181071.0,4.377,2.4888656012575394,2023,2
109.7,122.2,139.6,42.85714285714285,66.66666666666666,1822904.443,1769983.144,181071.0,4.466,2.4888656012575394,2023,3
108.4,121.7,138.9,57.14285714285714,66.66666666666666,1822904.443,1769983.144,181071.0,4.4227,2.4888656012575394,2023,4
110.0,123.4,141.4,57.14285714285714,100.0,1822904.443,1769983.144,181071.0,4.5227,2.4888656012575394,2023,5
109.6,123.2,139.8,42.85714285714285,83.33333333333334,1822904.443,1769983.144,181071.0,4.6336,2.4888656012575394,2023,6
109.4,123.8,140.2,57.14285714285714,100.0,1822904.443,1769983.144,181071.0,4.5962,2.4888656012575394,2023,7
109.9,123.9,141.3,57.14285714285714,100.0,1822904.443,1769983.144,181071.0,4.608,2.4888656012575394,2023,8
109.5,124.0,141.2,42.85714285714285,100.0,1822904.443,1769983.144,181071.0,4.6795,2.4888656012575394,2023,9
109.5,124.3,143.0,71.42857142857143,83.33333333333334,1822904.443,1769983.144,181071.0,4.7461,2.4888656012575394,2023,10
109.9,124.1,143.2,57.14285714285714,66.66666666666666,1822904.443,1769983.144,181071.0,4.6878,2.4888656012575394,2023,11
110.2,123.9,143.7,42.85714285714285,66.66666666666666,1822904.443,1769983.144,181071.0,4.659,2.4888656012575394,2023,12
112.1,124.7,143.8,71.4,100.0,1931124.522,1869635.953,174770.0,4.683,1.8341002044989676,2024,1
112.4,124.7,143.2,85.7,66.7,1931124.522,1869635.953,174770.0,4.7723,1.8341002044989676,2024,2
111.9,125.1,143.2,57.1,66.7,1931124.522,1869635.953,174770.0,4.7153,1.8341002044989676,2024,3
113.0,125.4,143.7,85.7,66.7,1931124.522,1869635.953,174770.0,4.7671,1.8341002044989676,2024,4
113.7,126.0,144.0,100.0,83.3,1931124.522,1869635.953,174770.0,4.7183,1.8341002044989676,2024,5
113.6,126.1,143.7,85.7,83.3,1931124.522,1869635.953,174770.0,4.7101,1.8341002044989676,2024,6
114.9,126.9,144.9,71.4,100.0,1931124.522,1869635.953,174770.0,4.6796,1.8341002044989676,2024,7
114.3,126.3,144.3,71.4,100.0,1931124.522,1869635.953,174770.0,4.4174,1.8341002044989676,2024,8
112.4,125.8,143.1,71.4,66.7,1931124.522,1869635.953,174770.0,4.2626,1.8341002044989676,2024,9
112.2,126.5,145.2,42.85714285714285,83.33333333333334,1931124.522,1869635.953,174770.0,4.2954,1.8341002044989676,2024,10
113.0,126.6454,144.3,42.85714285714285,83.33333333333334,1931124.522,1869635.953,174770.0,4.4356,1.8341002044989676,2024,11
113.9,126.6283,145.1,57.14285714285714,83.33333333333334,1931124.522,1869635.953,174770.0,4.4604,1.8341002044989676,2024,12
